CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Capital;28014958;CPR INF-PRI-SEC;COLEGIO VIRGEN DE MIRASIERRA;Calle De La Maso, 103 ;Madrid;Fuencarral-El Pardo;28034;917387300;917399195;cc.virgendemirasierra.madrid@educa.madrid.org;secretaria@virgendemirasierra.eu;Privado Concertado;
Madrid-Oeste;28074232;CPR INF-PRI-SEC;COLEGIO ZOLA VALDEMORILLO;Carretera Robledo De Chavela, S/n ;Valdemorillo;-;28210;918991678;-;administracionvaldemorillo@zolaschool.es;lsaez@zolaschool.es;Privado Concertado;
Madrid-Capital;28011647;CPR INF-PRI-SEC;CORAZON DE MARIA;Calle De Zigia, 1 ;Madrid;Ciudad Lineal;28027;913671269;-;cc.corazondemaria.madrid@educa.madrid.org;info@colegiocorazondemaria.net;Privado Concertado;
Madrid-Capital;28011635;CPR INF-PRI-SEC;CORAZON INMACULADO;Calle De López De Hoyos, 59 ;Madrid;Chamartín;28002;915618049;915614089;cc.corazoninmaculado.madrid@educa.madrid.org;info@corazoninmaculado.es;Privado Concertado;
Madrid-Capital;28007127;CPR INF-PRI-SEC;CRISTO REY;Avenida De San Luis, 29 ;Madrid;Hortaleza;28033;913021636;917668471;cc.cristorey.madrid@educa.madrid.org;direccion@colegiocristoreymadrid.es;Privado Concertado;
Madrid-Capital;28007139;CPR INF-PRI-SEC;CRISTO REY;Calle De Santa Úrsula, 5 ;Madrid;Latina;28011;914636445;915260656;cc.cristorey-latina.madrid@educa.madrid.org;info@colegiocristorey.org;Privado Concertado;
Madrid-Capital;28011726;CPR INF-PRI-SEC;DECROLY;Calle De Guzmán El Bueno, 60 ;Madrid;Chamberí;28015;915492505;915492509;cc.decroly.madrid@educa.madrid.org;direcciontecnica@colegiodecroly.com;Privado Concertado;
Madrid-Sur;28003262;CPR INF-PRI-SEC;DIVINA PASTORA;Paseo Pablo Iglesias, 5 ;Getafe;-;28901;916950519;-;cc.divinapastora.getafe@educa.madrid.org;directoratitular@divinapastoragetafe.es;Privado Concertado;
Madrid-Capital;28015902;CPR INF-PRI-SEC;DIVINA PASTORA;Calle De Santa Engracia, 142 ;Madrid;Chamberí;28003;915341012;-;cc.dpastora.madrid@educa.madrid.org;direccion_dpm@edu.anamogas.org;Privado Concertado;
Madrid-Capital;28069261;CPR INF-PRI-SEC;EDITH STEIN;Calle Del Solara, 5 ;Madrid;Usera;28041;913412879;911739441;cc.edithstein.madrid@educa.madrid.org;secretaria@colegioedithstein.es;Privado Concertado;
Madrid-Este;28067379;CPR INF-PRI-SEC;EDUCREA EL MIRADOR;Avenida Parques Naturales, 7 ;Villalbilla;-;28810;911340238;911340298;cc.educreaelmirador.villalbilla@educa.madrid.org;secretaria@colegioeducrea.com;Privado Concertado;
Madrid-Capital;28011490;CPR INF-PRI-SEC;EL CARMELO TERESIANO;Calle De Nuñomoral, 1 ;Madrid;Latina;28044;917052427;917106655;cc.carmeloteresiano.madrid@educa.madrid.org;secretaria@carmeloteresiano.com;Privado Concertado;
Madrid-Norte;28024812;CPR INF-PRI-SEC;EL PILAR;Calle Real, 21 ;Soto del Real;-;28791;918477278;-;cc.elpilar.soto@educa.madrid.org;secretaria@salesianoselpilar.com;Privado Concertado;
Madrid-Capital;28008703;CPR INF-PRI-SEC;EL PORVENIR;Calle De Bravo Murillo, 85 ;Madrid;Chamberí;28003;915331337;-;cc.elporvenir.madrid@educa.madrid.org;direccion@elporvenir.es;Privado Concertado;
Madrid-Capital;28049857;CPR INF-PRI-SEC;EL VALLE;Calle De Cordel De Pavones, 2 ;Madrid;Vicálvaro;28032;917511510;917511693;cc.elvalle.madrid@educa.madrid.org;valdebernardo@colegioelvalle.com;Privado Concertado;
Madrid-Capital;28065735;CPR INF-PRI-SEC;EL VALLE II;Calle De Ana De Austria, 60 ;Madrid;Hortaleza;28050;917188426;917188721;cc.valledos.madrid@educa.madrid.org;sanchinarro@colegioelvalle.com;Privado Concertado;
Madrid-Capital;28067321;CPR INF-PRI-SEC;EL VALLE III;Calle De Cebreiro, 2 ;Madrid;Fuencarral-El Pardo;28050;914273503;914273055;cc.valletres.madrid@educa.madrid.org;lastablas@colegioelvalle.com;Privado Concertado;
Madrid-Capital;28008958;CPR INF-PRI-SEC;ENRIQUETA AYMER;Calle De Mirabel, 38 ;Madrid;Latina;28044;917052100;915090212;cc.enriquetaaymer.madrid@educa.madrid.org;eaymerscm@planalfa.es;Privado Concertado;
Madrid-Oeste;28023947;CPR INF-PRI-SEC;ESCUELAS PIAS DE SAN FERNANDO;Avenida Bularas, 1 ;Pozuelo de Alarcón;-;28224;917150408;913529833;cc.escuelaspiassanfernando.pozuelodealarcon@educa.madrid.org;dir.pozuelo@escolapiosbetania.es;Privado Concertado;
Madrid-Capital;28019348;CPR INF-PRI-SEC;FEC SANTA JOAQUINA DE VEDRUNA;Travesia De Costa Brava, 3 ;Madrid;Fuencarral-El Pardo;28034;917340690;917344007;cc.sjvedruna.madrid@educa.madrid.org;vedrunamirasierra@colegiosfec.com;Privado Concertado;
Madrid-Capital;28011945;CPR INF-PRI-SEC;FRAY LUIS DE LEON;Calle De Evaristo San Miguel, 10 ;Madrid;Moncloa-Aravaca;28008;915472400;-;cc.frayluisleon.madrid@educa.madrid.org;secretaria@scjfrayluis.com;Privado Concertado;
Madrid-Sur;28037961;CPR INF-PRI-SEC;FUENLABRADA;Calle De Valencia, 15 ;Fuenlabrada;-;28945;916902989;916902062;cc.fuenlabrada.fuenlabrada@educa.madrid.org;colegiofuenlabrada@hotmail.com;Privado Concertado;
Madrid-Sur;28064172;CPR INF-PRI-SEC;FUENLLANA;Travesia Fuente Cisneros, 1 ;Alcorcón;-;28922;916144730;916144731;cc.fuenllana.alcorcon@educa.madrid.org;secretaria@fuenllana.net;Privado Concertado;
Madrid-Capital;28037405;CPR INF-PRI-SEC;FUENTELARREYNA;Calle De Ramón Gómez De La Serna, 24 ;Madrid;Fuencarral-El Pardo;28035;913732328;-;cc.fuentelarreyna.madrid@educa.madrid.org;direccion@colegiofuentelarreyna.org;Privado Concertado;
Madrid-Capital;28007395;CPR INF-PRI-SEC;FUNDACION CALDEIRO;Avenida De Los Toreros, 45 ;Madrid;Salamanca;28028;917255200;-;cc.fundacioncaldeiro.madrid@educa.madrid.org;direccion@fundacioncaldeiro.org;Privado Concertado;
Madrid-Oeste;28024186;CPR INF-PRI-SEC;FUNDACION COLEGIO BERRIZ;Calle Camino Real, 3 ;Rozas de Madrid, Las;-;28232;916303733;916309042;cc.berrizveracruz.lasrozas@educa.madrid.org;administracion@colegioberriz.com;Privado Concertado;
Madrid-Capital;28014478;CPR INF-PRI-SEC;FUNDACION SANTAMARCA;Calle De Marcenado, 50 ;Madrid;Chamartín;28002;914158640;914159740;cc.fundacionsantamarca.madrid@educa.madrid.org;secretaria@colegiofundacionsantamarca.es;Privado Concertado;
Madrid-Capital;28011970;CPR INF-PRI-SEC;GAMO DIANA;Calle De Tembleque, 104 ;Madrid;Latina;28024;917176946;-;cc.gamodiana.madrid@educa.madrid.org;colegiogamodiana@gamodiana.es;Privado Concertado;
Madrid-Norte;28072958;CPR INF-PRI-SEC;GREENWICH SCHOOL;Calle De La Felicidad, 9 ;Alcobendas;-;28100;918272879;-;cc.greenwichschool.alcobendas@educa.madrid.org;info@greenwichschool.es;Privado Concertado;
Madrid-Este;28067343;CPR INF-PRI-SEC;GSD ALCALA;Calle Octavio Paz, 29 ;Alcalá de Henares;-;28806;918303864;918303871;cc.gredossandiego.alcala@educa.madrid.org;alcala@gsdeducacion.com;Privado Concertado;
Madrid-Oeste;28061286;CPR INF-PRI-SEC;GSD EL ESCORIAL;Calle Principal, 1 ;Escorial, El;-;28292;918533521;-;cc.gredossd.elescorial@educa.madrid.org;elescorial@gsdeducacion.com;Privado Concertado;
Madrid-Oeste;28069303;CPR INF-PRI-SEC;GSD GUADARRAMA;Calle Vereda De Colmenar, 4 ;Guadarrama;-;28440;918547059;918542399;cc.gredossandiego.guadarrama@educa.madrid.org;guadarrama@gsdeducacion.com;Privado Concertado;
Madrid-Capital;28081571;CPR INF-PRI-SEC;GSD LAS ARTES;Avenida Gran Vía Del Sureste C/v Avda. Cerro Milano, S/n ;Madrid;Villa de Vallecas;28051;912042443;-;cc.gsdlasartes.madrid@educa.madrid.org;lasartes@gsdeducacion.com;Privado Concertado;
Madrid-Oeste;28067355;CPR INF-PRI-SEC;GSD LAS ROZAS;Calle Clara Campoamor, 1 ;Rozas de Madrid, Las;-;28232;916408923;916376382;cc.gredossd.lasrozas@educa.madrid.org;lasrozas@gsdeducacion.com;Privado Concertado;
Madrid-Capital;28067331;CPR INF-PRI-SEC;GSD LAS SUERTES;Calle De Rafael De León, 10 ;Madrid;Villa de Vallecas;28051;913853505;913853404;cc.gsdlassuertes.madrid@educa.madrid.org;lassuertes@gsdeducacion.com;Privado Concertado;
Madrid-Capital;28056886;CPR INF-PRI-SEC;GSD MORATALAZ;Calle De Luis De Hoyos Sáinz, 170 ;Madrid;Moratalaz;28030;917723811;917723121;cc.gsandiegomoratalaz.madrid@educa.madrid.org;moratalaz@gsdeducacion.com;Privado Concertado;
Madrid-Capital;28081561;CPR INF-PRI-SEC;GSD VALDEBEBAS;Calle De Leandro Silva, 10 ;Madrid;Hortaleza;28055;-;-;cc.gsdvaldebebas.madrid@educa.madrid.org;-;Privado Concertado;
Madrid-Capital;28045566;CPR INF-PRI-SEC;GSD VALLECAS;Avenida Del Parque De Palomeras Bajas, 14 ;Madrid;Puente de Vallecas;28018;917853412;-;cc.gredossandiego.madrid@educa.madrid.org;vallecas@gsdeducacion.com;Privado Concertado;
Madrid-Sur;28063192;CPR INF-PRI-SEC;HELICON;Calle De María Curie, 19-21 ;Valdemoro;-;28342;918752232;918753548;cc.helicon.valdemoro@educa.madrid.org;direccion@colegiohelicon.com;Privado Concertado;
Madrid-Este;28073161;CPR INF-PRI-SEC;HUMANITAS BILINGUAL SCHOOL TORREJON;Avenida Salvador Dalí, 3 ;Torrejón de Ardoz;-;28850;910001908;912796718;cc.humanitas.torrejondeardoz@educa.madrid.org;direccion@humanitastorrejon.com;Privado Concertado;
Madrid-Norte;28072961;CPR INF-PRI-SEC;HUMANITAS BILINGUAL SCHOOL TRES CANTOS;Avenida De Los Actores, 1-5 ;Tres Cantos;-;28760;669770724;910008428;cc.humanitas.trescantos@educa.madrid.org;secretaria-academica@humanitastrescantos.com;Privado Concertado;
Madrid-Capital;28015987;CPR INF-PRI-SEC;INMACULADA CONCEPCION;Calle Del General Díaz Porlier, 25 ;Madrid;Salamanca;28001;914314420;-;cc.inmaculadaconcepcion.madrid@educa.madrid.org;secretaria@colegioinmaculadaconcepcion.org;Privado Concertado;
Madrid-Oeste;28023935;CPR INF-PRI-SEC;INSTITUTO VERITAS;Avenida Radio Y Televisión, 2 ;Pozuelo de Alarcón;-;28223;913520547;-;cc.veritas.pozuelodealarcon@educa.madrid.org;colegio@iveritas.org;Privado Concertado;
Madrid-Este;28023376;CPR INF-PRI-SEC;INTERNACIONAL EUROVILLAS;Calle Posada De Castilla I, 107 ;Nuevo Baztán;-;28514;918735282;918734123;cc.internacionaleurovillas.nuevobaztan@educa.madrid.org;secretaria@colegiointernacionaleurovillas.com;Privado Concertado;
Madrid-Este;28024991;CPR INF-PRI-SEC;J.A.B.Y.;Calle Cristo, 22 ;Torrejón de Ardoz;-;28850;916750360;916779310;cc.jaby.torrejondeardoz@educa.madrid.org;direccion@colegiojaby.com;Privado Concertado;
Madrid-Capital;28007607;CPR INF-PRI-SEC;JESUS MAESTRO;Calle De Juan Vigón, 8 ;Madrid;Chamberí;28003;915530807;915346613;cc.jesusmaestro.madrid@educa.madrid.org;infosecretaria@jesusmaestro.escuelateresiana.com;Privado Concertado;
Madrid-Capital;28012354;CPR INF-PRI-SEC;JESUS MARIA;Calle De Juan Bravo, 13 ;Madrid;Salamanca;28006;914319520;-;cc.jesusmaria.madrid@educa.madrid.org;d.general.juanbravo@jesus-maria.net;Privado Concertado;
Madrid-Sur;28003110;CPR INF-PRI-SEC;JESUS NAZARENO;Calle Del Hospital De San José, 28 ;Getafe;-;28901;916950321;916962414;cc.jesusnazareno.getafe@educa.madrid.org;jnazareno@colegiojesusnazareno.es;Privado Concertado;
Madrid-Capital;28036474;CPR INF-PRI-SEC;JUAN DE VALDES;Avenida De Canillejas A Vicálvaro, 135 ;Madrid;San Blas-Canillejas;28022;913069750;913130262;cc.juanvaldes.madrid@educa.madrid.org;secretaria@juandevaldes.es;Privado Concertado;
Madrid-Capital;28021902;CPR INF-PRI-SEC;LA INMACULADA;Calle De Navalperal, 9 ;Madrid;Moncloa-Aravaca;28035;914500608;914597867;cc.lainmaculada-moncloa.madrid@educa.madrid.org;direcciongl@fundacionescolapias.com;Privado Concertado;
Madrid-Capital;28019270;CPR INF-PRI-SEC;LA INMACULADA;Avenida De La Virgen Del Carmen, 13 ;Madrid;Hortaleza;28033;917634509;917644191;cc.lainmaculada.madrid@educa.madrid.org;hortaleza@concepcionistas.es;Privado Concertado;
Madrid-Sur;28001022;CPR INF-PRI-SEC;LA INMACULADA;Calle Señorita Elena, S/n ;Alcorcón;-;28924;916192515;-;cc.lainmaculada.alcorcon@educa.madrid.org;lainmaculadaalc@planalfa.es;Privado Concertado;
Madrid-Oeste;28024381;CPR INF-PRI-SEC;LA INMACULADA CONCEPCION;Calle Madre Carmen Salles, 8 ;San Lorenzo de El Escorial;-;28200;918901855;918903441;cc.inmaculadaconcepcion.sanlorenzo@educa.madrid.org;secretaria@concepcionistasescorial.eu;Privado Concertado;
Madrid-Capital;28012196;CPR INF-PRI-SEC;LA INMACULADA-MARILLAC;Calle De García De Paredes, 37 ;Madrid;Chamberí;28010;914453534;-;cc.marillac.madrid@educa.madrid.org;secretaria@lainmaculada-marillac.com;Privado Concertado;
Madrid-Sur;28003250;CPR INF-PRI-SEC;LA INMACULADA-PADRES ESCOLAPIOS;Plaza Obispo Felipe Scio Riaza, 1 ;Getafe;-;28901;916951900;916951904;cc.lainmaculada.getafe@educa.madrid.org;inmaculada@escolapiosdegetafe.es;Privado Concertado;
Madrid-Capital;28042498;CPR INF-PRI-SEC;LA PRESENTACIÓN FESD;Plaza De La Vicalvarada, 1 ;Madrid;Vicálvaro;28032;917764323;-;cc.pnuestrasenora.madrid@educa.madrid.org;dirgeneral.presentacionmadrid@fesd.es;Privado Concertado;
Madrid-Capital;28013863;CPR INF-PRI-SEC;LA SALLE;Calle Blas Carrera, 50 ;Madrid;Latina;28044;917050011;917058368;cc.lasalle.madrid@educa.madrid.org;colegio@lasalleinstitucion.es;Privado Concertado;
Madrid-Sur;28003419;CPR INF-PRI-SEC;LA SALLE;Calle Levante, 1 ;Griñón;-;28971;918140085;-;cc.lasalle.grinon@educa.madrid.org;direccion.general@lasallegrinon.es;Privado Concertado;
Madrid-Capital;28008934;CPR INF-PRI-SEC;LA SALLE-SAGRADO CORAZON;Avenida Del Cardenal Herrera Oria, 242 ;Madrid;Fuencarral-El Pardo;28035;917385300;917307493;cc.lasallesg.madrid@educa.madrid.org;sallesc@lasallesagradocorazon.es;Privado Concertado;
Madrid-Sur;28050173;CPR INF-PRI-SEC;LAGOMAR;Avenida Mar Adriático, 8 ;Valdemoro;-;28341;918083643;918085724;cc.lagomar.valdemoro@educa.madrid.org;info@colegiolagomar.com, director@colegiolagomar.com;Privado Concertado;
Madrid-Capital;28046901;CPR INF-PRI-SEC;LAS ROSAS;Calle De Calabria C/v A Avda. De Niza, 24, 1 ;Madrid;San Blas-Canillejas;28022;913132334;-;cc.lasrosas.madrid@educa.madrid.org;secretarialasrosas@colegiolasrosas.es;Privado Concertado;
Madrid-Capital;28067409;CPR INF-PRI-SEC;LAS TABLAS VALVERDE;Paseo De La Tierra De Melide, S/n ;Madrid;Fuencarral-El Pardo;28050;914273506;-;cc.lastablasvalverde.madrid@educa.madrid.org;pmarin@fomento.edu;Privado Concertado;
Madrid-Oeste;28069406;CPR INF-PRI-SEC;LEONARDO DA VINCI;Calle Arroyo Grande (sector Las Hachazuelas), 72 ;Moralzarzal;-;28411;918576724;-;cc.leonardodavinci.moralzarzal@educa.madrid.org;direccion@cldv.es;Privado Concertado;
Madrid-Sur;28003675;CPR INF-PRI-SEC;LICEO SAN PABLO;Calle Alhelí, 1 ;Leganés;-;28912;916933223;-;cc.liceosanpablo.leganes@educa.madrid.org;lcsanpablo@lcsanpablo.es;Privado Concertado;
Madrid-Capital;28011544;CPR INF-PRI-SEC;LICEO SOROLLA B;Calle De Nueva Zelanda, 21 ;Madrid;Moncloa-Aravaca;28035;913164327;-;cc.liceosorollab.madrid@educa.madrid.org;secretaria@liceosorollab.es;Privado Concertado;
Madrid-Este;28000492;CPR INF-PRI-SEC;LOPE DE VEGA;Calle De Luis De Medina, 12 ;Alcalá de Henares;-;28805;918893879;918892021;cc.lopedevega.alcala@educa.madrid.org;correocam@colegiolopedevega.com;Privado Concertado;
Madrid-Sur;28026420;CPR INF-PRI-SEC;LOS ANGELES;Paseo De Tiselius, 5 ;Getafe;-;28906;916960843;916010029;cc.losangeles.getafe@educa.madrid.org;colegiolosangeles@colegiolosangeles.net;Privado Concertado;
Madrid-Sur;28041275;CPR INF-PRI-SEC;LOS NARANJOS;Avenida De Las Comarcas, 70 ;Fuenlabrada;-;28941;916159690;916159500;cc.losnaranjos.fuenlabrada@educa.madrid.org;dirsecundaria@colegio-losnaranjos.com;Privado Concertado;
Madrid-Sur;28070101;CPR INF-PRI-SEC;LOS NOGALES;Camino De Villamanta, S/n ;Álamo, El;-;28607;918104457;918122399;cc.losnogales.elalamo@educa.madrid.org;info@colegiolosnogales.es;Privado Concertado;
Madrid-Capital;28022104;CPR INF-PRI-SEC;LOS OLMOS;Calle De Los Astros, 13 ;Madrid;Retiro;28007;914009866;914009867;cc.losolmos.madrid@educa.madrid.org;lolm_secretaria@fomento.edu;Privado Concertado;
Madrid-Capital;28012032;CPR INF-PRI-SEC;LOS ROBLES;Avenida De La Osa Mayor, 239 ;Madrid;Moncloa-Aravaca;28023;913070330;913572819;cc.losrobles.madrid@educa.madrid.org;secretaria@colegiolosrobles.net;Privado Concertado;
Madrid-Capital;28067392;CPR INF-PRI-SEC;LOS TILOS;Calle De El Bosco, S/n ;Madrid;Puente de Vallecas;28038;913451116;913598243;cc.lostilos.madrid@educa.madrid.org;info@colegiolostilos.com;Privado Concertado;
Madrid-Capital;28020235;CPR INF-PRI-SEC;LOURDES;Calle De San Roberto, 8 ;Madrid;Latina;28011;915180358;915184820;cc.lourdes.madrid@educa.madrid.org;secretaria@colegiolourdes.fuhem.es;Privado Concertado;
Madrid-Sur;28001605;CPR INF-PRI-SEC;LOYOLA;Calle De Valeras, 24 ;Aranjuez;-;28300;918910505;918923768;cc.loyola.aranjuez@educa.madrid.org;colegio@salesianosloyola.es;Privado Concertado;
Madrid-Capital;28007826;CPR INF-PRI-SEC;MADRE DE DIOS;Calle De Ángel Muñoz, 5 ;Madrid;Ciudad Lineal;28043;914158169;914139247;cc.madrededios.madrid@educa.madrid.org;secretaria@madredediosmadrid.es;Privado Concertado;
Madrid-Capital;28007103;CPR INF-PRI-SEC;MADRES CONCEPCIONISTAS;Calle De La Princesa, 19 ;Madrid;Moncloa-Aravaca;28008;915424901;-;cc.mmconcepcionistas.madrid@educa.madrid.org;princesasecol@concepcionistas.es;Privado Concertado;
Madrid-Capital;28012779;CPR INF-PRI-SEC;MADRES MERCEDARIAS DE D. JUAN DE ALARCON;Calle De Valverde, 15 ;Madrid;Centro;28004;915224615;-;cc.mmjuandealarcon.madrid@educa.madrid.org;djalarconm@planalfa.es;Privado Concertado;
Madrid-Sur;28048993;CPR INF-PRI-SEC;MADRIGAL;Calle De La Tía Javiera, 2 ;Fuenlabrada;-;28942;914863851;914864615;cc.madrigal.fuenlabrada@educa.madrid.org;informacion@colegiomadrigal.com;Privado Concertado;
Madrid-Este;28064238;CPR INF-PRI-SEC;MALVAR;Calle De La Solidaridad, 4 ;Arganda del Rey;-;28500;918759463;918759462;cc.malvar.arganda@educa.madrid.org;malvar@colegiomalvar.com;Privado Concertado;
Madrid-Sur;28040556;CPR INF-PRI-SEC;MANUEL BARTOLOME COSSIO;Calle De La Comunidad De Madrid, 30 ;Fuenlabrada;-;28944;916151446;-;cc.bartolomecossio.fuenlabrada@educa.madrid.org;administracion@colegiombcossio.es;Privado Concertado;
Madrid-Capital;28020429;CPR INF-PRI-SEC;MARIA AUXILIADORA;Calle De Villaamil, 18 ;Madrid;Tetuán;28039;913110750;-;cc.mariaauxiliadora.madrid@educa.madrid.org;titularvillaamil@salesianas.org;Privado Concertado;
Madrid-Capital;28007917;CPR INF-PRI-SEC;MARIA INMACULADA;Paseo Del General Martínez Campos, 18 ;Madrid;Chamberí;28010;914466119;-;cc.mariainmaculada-chamberi.madrid@educa.madrid.org;secretaria@minmaculada.org;Privado Concertado;
Madrid-Norte;28060105;CPR INF-PRI-SEC;MARIA TERESA;Calle De María Teresa, 4 ;Alcobendas;-;28100;912414021;-;cc.mariateresa.alcobendas@educa.madrid.org;secretaria@colegiomariateresa.es;Privado Concertado;
Madrid-Capital;28019762;CPR INF-PRI-SEC;MARIA VIRGEN;Calle Del Padre Damián, 20 ;Madrid;Chamartín;28036;913440163;913440907;cc.mariavirgen.madrid@educa.madrid.org;direccion@jesuitinasmariavirgen.es;Privado Concertado;
Madrid-Oeste;28060026;CPR INF-PRI-SEC;MATAESPESA SCHOOL;Avenida De Mataespesa, 45 ;Alpedrete;-;28430;918579305;-;cc.mataespesa.alpedrete@educa.madrid.org;secretaria@colegiomataespesa.es;Privado Concertado;
Madrid-Capital;28005842;CPR INF-PRI-SEC;MATER AMABILIS;Calle De La Gavia Seca, 15 ;Madrid;Villa de Vallecas;28031;913324935;-;cc.materamabilis.madrid@educa.madrid.org;matercolegio@gmail.com;Privado Concertado;
Madrid-Capital;28007991;CPR INF-PRI-SEC;MATER IMMACULATA;Calle De La Madre Antonia París, 1 ;Madrid;Ciudad Lineal;28027;914036200;-;cc.materinmaculata.madrid@educa.madrid.org;colegiomater@planalfa.es;Privado Concertado;
Madrid-Capital;28016712;CPR INF-PRI-SEC;MATER PURISSIMA;Calle De La Madre Cándida María De Jesús, 4 ;Madrid;Usera;28026;914758054;915001210;cc.materpurissima.madrid@educa.madrid.org;direccion@jesuitinasmater.es;Privado Concertado;
Madrid-Capital;28012767;CPR INF-PRI-SEC;MENESIANO;Avenida De Brasilia, 11 ;Madrid;Salamanca;28028;917269804;-;cc.menesiano.madrid@educa.madrid.org;direccion@menesianomadrid.com;Privado Concertado;
Madrid-Capital;28021975;CPR INF-PRI-SEC;MIRASOL;Calle De Peña Dorada, 4 ;Madrid;Fuencarral-El Pardo;28034;917386100;917382088;cc.mirasol.madrid@educa.madrid.org;direccion@colegiomirasol.com;Privado Concertado;
Madrid-Oeste;28065759;CPR INF-PRI-SEC;MONTE TABOR;Paseo De La Casa De Campo, 2 ;Pozuelo de Alarcón;-;28223;915122138;915189908;cc.montetabor.pozuelodealarcon@educa.madrid.org;secretariatecnica@colegiomontetabor.es;Privado Concertado;
Madrid-Capital;28011911;CPR INF-PRI-SEC;MONTPELLIER;Calle De La Virgen Del Val, 7 ;Madrid;Ciudad Lineal;28027;914041100;914053511;cc.montpellier.madrid@educa.madrid.org;montpellier@colegiomontpellier.es;Privado Concertado;
Madrid-Capital;28013292;CPR INF-PRI-SEC;MONTSERRAT;Calle De Juan Esplandiu, 2 Bis ;Madrid;Retiro;28007;915737507;915740486;cc.montserratretiro.madrid@educa.madrid.org;secretaria@colegiomontserrat.fuhem.es;Privado Concertado;
Madrid-Capital;28012901;CPR INF-PRI-SEC;NATIVIDAD DE NUESTRA SEÑORA;Calle De Martínez Izquierdo, 8 ;Madrid;Salamanca;28028;913555686;-;cc.natividadnuestrasenora.madrid@educa.madrid.org;direccion@calasancias-madrid.com;Privado Concertado;
Madrid-Capital;28007191;CPR INF-PRI-SEC;NAZARET-OPORTO;Calle De Las Clarisas, 4 ;Madrid;Carabanchel;28019;914714902;914722219;cc.nazaretoporto.madrid@educa.madrid.org;titular@nazaretoporto.org;Privado Concertado;
Madrid-Sur;28038586;CPR INF-PRI-SEC;N.I.L.E.;Calle De Castilla La Vieja, 18 ;Fuenlabrada;-;28941;916157608;-;cc.nile.fuenlabrada@educa.madrid.org;info@colegionile.es;Privado Concertado;
Madrid-Norte;28048932;CPR INF-PRI-SEC;NORFOLK;Calle Ronda Sur, 2-6 ;Cobeña;-;28863;916208428;916207010;cc.norfolk.cobena@educa.madrid.org;administracion@colegionorfolk.com;Privado Concertado;
Madrid-Capital;28013051;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LA CONSOLACIÓN;Plaza De La Madre Molas, 2 ;Madrid;Chamartín;28036;913592905;-;cc.nsconsolacion.madrid@educa.madrid.org;colegio@consolacionmadrid.com;Privado Concertado;
Madrid-Norte;28062813;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LA MERCED;Calle Del Fuego, 9 ;Tres Cantos;-;28760;918062571;918062575;cc.nsdelamerced.trescantos@educa.madrid.org;direccion@mercedariastrescantos.es;Privado Concertado;
Madrid-Capital;28013255;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LA MERCED;Avenida De Alfonso Xiii, 165 ;Madrid;Chamartín;28016;913508706;913502909;cc.nsmerced.madrid@educa.madrid.org;nsmercedm@planalfa.es;Privado Concertado;
Madrid-Sur;28023698;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LA PROVIDENCIA;Calle De San José, 1 ;Pinto;-;28320;916910303;916922795;cc.nsdelaprovidencia.pinto@educa.madrid.org;secretaria@nsppinto.com;Privado Concertado;
Madrid-Capital;28015562;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LA PROVIDENCIA;Calle De Monederos, 2 ;Madrid;Usera;28026;914753009;915002239;cc.nsdelaprovidencia.madrid@educa.madrid.org;nsprovidenciam@planalfa.es;Privado Concertado;
Madrid-Capital;28031993;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LA VEGA;Calle De Chantada, 28 ;Madrid;Fuencarral-El Pardo;28029;917386700;917386060;cc.nsdelavega.madrid@educa.madrid.org;secretaria@lavegadigital.es;Privado Concertado;
Madrid-Capital;28013115;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LAS ESCUELAS PIAS;Calle De Eugenia De Montijo, 83 ;Madrid;Carabanchel;28044;914654400;914654511;cc.escuelaspias.madrid@educa.madrid.org;nsepias@escolapiascarabanchel.com;Privado Concertado;
Madrid-Capital;28008405;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LAS NIEVES;Calle De Alcalá, 589 ;Madrid;San Blas-Canillejas;28022;917410009;917410009;cc.nsdelasnieves.madrid@educa.madrid.org;correocam@colegionsnieves.es;Privado Concertado;
Madrid-Capital;28012949;CPR INF-PRI-SEC;NUESTRA SEÑORA DE LOS ANGELES;Calle De La Canción Del Olvido, 55 ;Madrid;Villaverde;28041;913176203;913699397;cc.nsdelosangeles.madrid@educa.madrid.org;colnsangeles@planalfa.es;Privado Concertado;
Madrid-Capital;28008211;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL BUEN CONSEJO;Calle De Juan Montalvo, 30 ;Madrid;Moncloa-Aravaca;28040;914561870;915358498;cc.nsdelbuenconsejo.madrid@educa.madrid.org;buenconsejo@cbcmadrid.es;Privado Concertado;
